Package Type,Destination,Itinerary,Travel Date,Start City,Airline,Flight Stops,Meals
Deluxe,Srinagar|Pahalgam|Srinagar,1N Srinagar . 2N Pahalgam . 2N Srinagar,5/9/2021,New Delhi,Go Air,1,3
Luxury,Goa,3N Goa,14-03-2021,New Delhi,Spicejet,0,4
Deluxe,Goa,8N Goa,2/9/2021,New Delhi,Vistara,1,3
Deluxe,Goa,7N Goa,15-07-2021,New Delhi,Go Air,1,3
Premium,Mysore|Ooty,1N Mysore . 2N Ooty,20-05-2021,Mumbai,Vistara|Spicejet,0,5
Standard,Bali|Singapore,3N Bali . 3N Singapore,5/9/2021,Mumbai,Thai Airways|Thai Airways|AirAsia Indonesia|Malindo Air|Malindo Air,2,3
Premium,Shimla|Manali,2N Shimla . 3N Manali,20-09-2021,New Delhi,IndiGo,0,5
Standard,Gangtok|Darjeeling,2N Gangtok . 2N Darjeeling,25-06-2021,New Delhi,IndiGo,2,3
Standard,Srinagar|Pahalgam|Srinagar,3N Srinagar . 1N Pahalgam . 1N Srinagar,7/7/2021,New Delhi,IndiGo,2,3
Premium,Shimla|Manali|Dharamshala|Chandigarh,2N Shimla . 3N Manali . 2N Dharamshala . 1N Chandigarh,24-05-2021,New Delhi,Not Available,0,5
Premium,Gangtok|Lachung|Gangtok,3N Gangtok . 1N Lachung . 1N Gangtok,15-10-2021,New Delhi,IndiGo,0,5
Deluxe,Singapore|Batam|Singapore,2N Singapore . 2N Batam . 2N Singapore,19-06-2021,Mumbai,Malaysia Airlines|Malaysia Airlines|Malaysia Airlines|Malaysia Airlines,1,3
Luxury,Bali,6N Bali,9/7/2021,New Delhi,Not Available,0,4
Deluxe,Shirdi|Aurangabad,1N Shirdi . 1N Aurangabad,1/7/2021,New Delhi,Not Available,1,3
Luxury,Shimla|Manali|Chandigarh,2N Shimla . 4N Manali . 1N Chandigarh,30-09-2021,Mumbai,Go Air,0,4
Premium,Shimla|Manali|Dharamshala|Dalhousie,2N Shimla . 3N Manali . 2N Dharamshala . 2N Dalhousie,6/4/2021,New Delhi,Not Available,0,5
Standard,Allepey|Munnar,1N Allepey . 2N Munnar,10/11/2021,Mumbai,Spicejet,2,3
Premium,Leh,3N Leh,15-02-2021,New Delhi,Spicejet|Spicejet,0,5
Standard,Mussoorie,2N Mussoorie,24-03-2021,New Delhi,Air India,2,3
Standard,Gangtok|Lachung|Gangtok,2N Gangtok . 2N Lachung . 1N Gangtok,5/5/2021,New Delhi,IndiGo|IndiGo,2,3
Deluxe,Mysore,2N Mysore,11/7/2021,New Delhi,IndiGo,1,3
Standard,Cochin|Munnar|Thekkady|Allepey,1N Cochin . 2N Munnar . 1N Thekkady . 1N Allepey,24-04-2021,Mumbai,IndiGo,2,3
Standard,Munnar|Allepey,2N Munnar . 1N Allepey,3/9/2021,New Delhi,IndiGo,2,3
Deluxe,Darjeeling|Gangtok|Kalimpong,2N Darjeeling . 2N Gangtok . 1N Kalimpong,12/2/2021,New Delhi,Go Air,1,3
Deluxe,Darjeeling|Gangtok|Kalimpong,2N Darjeeling . 2N Gangtok . 1N Kalimpong,5/7/2021,New Delhi,Spicejet,1,3
Premium,Munnar|Allepey|Kovalam,2N Munnar . 2N Allepey . 2N Kovalam,19-10-2021,New Delhi,Go Air|IndiGo,0,5
Premium,Goa,3N Goa,7/5/2021,New Delhi,Spicejet,0,5
Deluxe,Port Blair|Havelock|Niel Island|Port Blair,2N Port Blair . 2N Havelock . 1N Niel Island . 1N Port Blair,31-12-2021,New Delhi,IndiGo,1,3
Standard,Munnar,3N Munnar,10/8/2021,New Delhi,Not Available,2,3
Premium,Udaipur|Jodhpur|Jaisalmer,2N Udaipur . 1N Jodhpur . 2N Jaisalmer,4/7/2021,Mumbai,IndiGo|Spicejet,0,5
Premium,Tirupati,2N Tirupati,29-05-2021,New Delhi,Not Available,0,5
Deluxe,Haridwar|Mussoorie,1N Haridwar . 2N Mussoorie,29-05-2021,Mumbai,IndiGo,1,3
Luxury,Cochin|Munnar|Thekkady|Allepey|Kovalam|Trivandrum,2N Cochin . 2N Munnar . 1N Thekkady . 1N Allepey . 1N Kovalam . 1N Trivandrum,8/11/2021,New Delhi,Spicejet|IndiGo|IndiGo,0,4
Deluxe,Bangalore|Mysore|Ooty|Kodaikanal,1N Bangalore . 1N Mysore . 2N Ooty . 2N Kodaikanal,27-02-2022,New Delhi,Not Available,1,3
Budget,Shillong|Kaziranga|Guwahati,2N Shillong . 2N Kaziranga . 1N Guwahati,1/4/2021,Mumbai,Spicejet,2,2
Standard,Bangalore|Mysore|Coorg|Ooty,1N Bangalore . 1N Mysore . 2N Coorg . 2N Ooty,30-01-2021,New Delhi,Spicejet|Spicejet,2,3
Standard,Goa,5N Goa,16-08-2021,New Delhi,Spicejet,2,3
Standard,Kuala Lumpur|Bali,2N Kuala Lumpur . 3N Bali,4/10/2021,New Delhi,Malindo Air|Malindo Air|Malindo Air|Malindo Air,2,3
Deluxe,Nasik|Saputara,2N Nasik . 2N Saputara,29-11-2021,New Delhi,Spicejet,1,3
Deluxe,Port Blair|Havelock|Niel Island|Port Blair,2N Port Blair . 2N Havelock . 2N Niel Island . 1N Port Blair,15-11-2021,Mumbai,Spicejet|Spicejet,1,3
Standard,Phuket|Krabi town|Pattaya|Bangkok,2N Phuket . 2N Krabi town . 2N Pattaya . 2N Bangkok,10/5/2021,New Delhi,Bangkok Airways|Bangkok Airways|Bangkok Airways|Bangkok Airways,2,3
Premium,Pattaya,4N Pattaya,3/5/2021,New Delhi,Spicejet|Go Air,0,5
Standard,Amritsar,2N Amritsar,1/8/2021,New Delhi,IndiGo,2,3
Standard,Pattaya|Bangkok,3N Pattaya . 2N Bangkok,28-02-2021,Mumbai,Go Air|Go Air,2,3
Standard,Dalhousie|Dharamshala|Shimla,3N Dalhousie . 2N Dharamshala . 2N Shimla,9/6/2021,Mumbai,Not Available,2,3
Deluxe,Ooty|Kodaikanal,2N Ooty . 3N Kodaikanal,3/9/2021,Mumbai,Spicejet,1,3
Deluxe,Jaipur|Jodhpur|Udaipur,3N Jaipur . 2N Jodhpur . 2N Udaipur,20-04-2021,Mumbai,Go Air|IndiGo,1,3
Premium,Bali,4N Bali,19-04-2021,Mumbai,Malaysia Airlines|Malaysia Airlines|Malaysia Airlines|Malaysia Airlines,0,5
Deluxe,Gangtok|Lachung|Gangtok,4N Gangtok . 2N Lachung . 2N Gangtok,6/5/2021,New Delhi,Spicejet,1,3
Deluxe,Goa,2N Goa,5/8/2021,New Delhi,Go Air,1,3
Premium,Amritsar|Dharamshala|Katra,2N Amritsar . 2N Dharamshala . 2N Katra,25-03-2021,New Delhi,IndiGo|Go Air,0,5
Luxury,Mount Abu|Udaipur,1N Mount Abu . 1N Udaipur,30-07-2021,New Delhi,Not Available,0,4
Deluxe,Ooty|Kodaikanal|Munnar,2N Ooty . 2N Kodaikanal . 2N Munnar,26-08-2021,New Delhi,Spicejet|Spicejet,1,3
Deluxe,Gangtok|Lachung|Gangtok|Pelling,2N Gangtok . 1N Lachung . 1N Gangtok . 2N Pelling,29-06-2021,Mumbai,Not Available,1,3
Deluxe,Mussoorie|Corbett|Nainital|New Delhi,2N Mussoorie . 1N Corbett . 2N Nainital . 1N New Delhi,2/9/2021,New Delhi,Vistara,1,3
Standard,Kandy|Nuwara Eliya|Bentota|Colombo,1N Kandy . 1N Nuwara Eliya . 1N Bentota . 1N Colombo,26-08-2021,New Delhi,Not Available,2,3
Deluxe,Singapore,6N Singapore,23-02-2021,Mumbai,Srilankan Airlines|Srilankan Airlines|Srilankan Airlines|Srilankan Airlines,1,3
Premium,Bangalore|Mysore|Ooty|Kodaikanal,1N Bangalore . 1N Mysore . 2N Ooty . 2N Kodaikanal,9/3/2021,New Delhi,AirAsia|IndiGo,0,5
Deluxe,Goa,2N Goa,25-01-2021,Mumbai,Go Air,1,3
Deluxe,Bangalore|Mysore|Coorg|Ooty,1N Bangalore . 1N Mysore . 2N Coorg . 2N Ooty,25-07-2021,Mumbai,IndiGo,1,3
Standard,Nainital|Ranikhet|New Delhi,2N Nainital . 1N Ranikhet . 1N New Delhi,24-09-2021,New Delhi,Spicejet,2,3
Premium,Udaipur,3N Udaipur,29-10-2021,New Delhi,IndiGo,0,5
Deluxe,Udaipur,2N Udaipur,5/6/2021,New Delhi,Spicejet|Spicejet,1,3
Premium,New Delhi|Corbett|Nainital|New Delhi,1N New Delhi . 2N Corbett . 2N Nainital . 1N New Delhi,24-02-2021,Mumbai,Spicejet,0,5
Premium,Munnar|Thekkady|Allepey,2N Munnar . 1N Thekkady . 1N Allepey,21-09-2021,New Delhi,IndiGo,0,5
Deluxe,Thimpu|Paro,2N Thimpu . 3N Paro,13-06-2021,New Delhi,Not Available,1,3
Deluxe,Chandigarh|Manali,1N Chandigarh . 3N Manali,5/4/2021,Mumbai,Not Available,1,3
Luxury,Madurai|Kodaikanal|Rameshwaram|Kanyakumari|Kovalam,1N Madurai . 2N Kodaikanal . 2N Rameshwaram . 1N Kanyakumari . 1N Kovalam,16-03-2021,New Delhi,Not Available,0,4
Premium,Munnar,3N Munnar,5/7/2021,New Delhi,Not Available,0,5
Deluxe,Shimla|Manali|Dharamshala,2N Shimla . 2N Manali . 2N Dharamshala,15-05-2021,New Delhi,Go Air,1,3
Deluxe,Shimla|Manali|Chandigarh,2N Shimla . 3N Manali . 1N Chandigarh,10/8/2021,New Delhi,Go Air,1,3
Premium,Srinagar|Pahalgam|Gulmarg|Srinagar,1N Srinagar . 2N Pahalgam . 1N Gulmarg . 2N Srinagar,17-07-2021,New Delhi,IndiGo,0,5
Standard,Gangtok|Lachung|Gangtok,1N Gangtok . 2N Lachung . 1N Gangtok,2/10/2021,New Delhi,Spicejet,2,3
Luxury,Cochin|Munnar|Thekkady|Allepey|Kovalam and Poovar,1N Cochin . 2N Munnar . 1N Thekkady . 1N Allepey . 2N Kovalam and Poovar,23-04-2021,New Delhi,Go Air|Spicejet,0,4
Deluxe,Bentota|Kandy|Colombo,3N Bentota . 3N Kandy . 1N Colombo,3/8/2021,New Delhi,Air India|Air India|Air India|Air India,1,3
Standard,Shimla,2N Shimla,23-01-2022,New Delhi,Not Available,2,3
Deluxe,Bali,4N Bali,5/5/2021,New Delhi,Malaysia Airlines|Malaysia Airlines|Malaysia Airlines|Malaysia Airlines,1,3
Premium,Cochin|Munnar|Thekkady|Allepey|Kovalam|Trivandrum,2N Cochin . 2N Munnar . 1N Thekkady . 1N Allepey . 1N Kovalam . 1N Trivandrum,29-10-2021,New Delhi,Spicejet|IndiGo,0,5
Standard,Coorg|Wayanad,2N Coorg . 2N Wayanad,31-08-2021,Mumbai,Go Air,2,3
Standard,Srinagar|Gulmarg|Pahalgam|Srinagar,2N Srinagar . 1N Gulmarg . 1N Pahalgam . 1N Srinagar,13-06-2021,Mumbai,Vistara|Vistara,2,3
Deluxe,Darjeeling|Gangtok|Kalimpong,2N Darjeeling . 2N Gangtok . 1N Kalimpong,14-08-2021,Mumbai,IndiGo,1,3
Deluxe,Kodaikanal,2N Kodaikanal,13-03-2021,New Delhi,Spicejet,1,3
Premium,Cochin|Munnar|Thekkady|Allepey,1N Cochin . 2N Munnar . 1N Thekkady . 2N Allepey,16-02-2021,New Delhi,IndiGo,0,5
Standard,Prague,4N Prague,9/7/2021,New Delhi,Swiss|Swiss|Lufthansa|Lufthansa,2,3
Premium,Udaipur|Mount Abu,2N Udaipur . 1N Mount Abu,28-04-2021,Mumbai,IndiGo,0,5
Deluxe,Paris,5N Paris,23-03-2021,New Delhi,Air India|Air India|Lufthansa|Lufthansa,1,3
Luxury,Mumbai|Aurangabad|Nasik,1N Mumbai . 2N Aurangabad . 1N Nasik,25-04-2021,New Delhi,IndiGo,0,4
Luxury,Ooty,2N Ooty,1/11/2021,Mumbai,Spicejet,0,4
Premium,Jaipur,3N Jaipur,7/10/2021,Mumbai,Spicejet,0,5
Deluxe,Goa,2N Goa,17-08-2021,Mumbai,Not Available,1,3
Deluxe,Tirupati,2N Tirupati,16-04-2021,New Delhi,Not Available,1,3
Standard,Srinagar,2N Srinagar,15-07-2021,Mumbai,IndiGo,2,3
Premium,Munnar,2N Munnar,15-04-2021,New Delhi,IndiGo,0,5
Deluxe,Singapore,4N Singapore,22-07-2021,Mumbai,Srilankan Airlines|Srilankan Airlines|Srilankan Airlines|Srilankan Airlines,1,3
Deluxe,Ooty|Mysore,2N Ooty . 1N Mysore,1/4/2021,Mumbai,Spicejet|Go Air,1,3
Standard,Agra,2N Agra,22-08-2021,New Delhi,Not Available,2,3
Deluxe,New Delhi|Agra|Ranthambhore|Jaipur,2N New Delhi . 1N Agra . 1N Ranthambhore . 2N Jaipur,17-04-2021,Mumbai,Vistara,1,3
Standard,Shimla|Manali|Dharamshala|Dalhousie|Chandigarh,2N Shimla . 3N Manali . 2N Dharamshala . 2N Dalhousie . 1N Chandigarh,27-07-2021,New Delhi,Not Available,2,3
Standard,Kodaikanal,2N Kodaikanal,16-07-2021,Mumbai,Not Available,2,3
Luxury,Kuala Lumpur|Bali,3N Kuala Lumpur . 4N Bali,27-08-2021,New Delhi,Malaysia Airlines|Malaysia Airlines|Malaysia Airlines|Malaysia Airlines,0,4
Premium,Jaipur|Pushkar,2N Jaipur . 1N Pushkar,23-10-2021,New Delhi,Not Available,0,5
Deluxe,Goa,5N Goa,27-10-2021,New Delhi,Not Available,1,3
Premium,Jaisalmer|Jodhpur,2N Jaisalmer . 1N Jodhpur,11/4/2021,New Delhi,Not Available,0,5
Standard,New Delhi|Shimla|Manali|Chandigarh,1N New Delhi . 2N Shimla . 3N Manali . 1N Chandigarh,7/5/2021,Mumbai,Not Available,2,3
Premium,Goa,2N Goa,4/8/2021,Mumbai,Go Air,0,5
Standard,Dalhousie|Dharamshala|Shimla,3N Dalhousie . 2N Dharamshala . 2N Shimla,10/7/2021,New Delhi,Not Available,2,3
Premium,Goa,3N Goa,15-02-2022,New Delhi,Spicejet,0,5
Premium,Kaziranga|Guwahati,3N Kaziranga . 2N Guwahati,12/4/2021,New Delhi,Spicejet|Spicejet,0,5
Standard,Kota Kinabalu|Kuala Lumpur,2N Kota Kinabalu . 2N Kuala Lumpur,16-02-2021,Mumbai,Malindo Air|Malindo Air|Malindo Air|IndiGo|IndiGo,2,3
Standard,Nasik|Shirdi|Aurangabad|Ahmednagar,1N Nasik . 1N Shirdi . 2N Aurangabad . 1N Ahmednagar,26-04-2021,New Delhi,Spicejet|Vistara,2,3
Premium,Cochin|Munnar|Thekkady|Allepey|Cochin,1N Cochin . 2N Munnar . 1N Thekkady . 1N Allepey . 1N Cochin,9/8/2021,New Delhi,Spicejet,0,5
Premium,Mysore|Coorg,1N Mysore . 2N Coorg,16-10-2021,Mumbai,Spicejet,0,5
Premium,Munnar|Thekkady|Allepey,2N Munnar . 1N Thekkady . 1N Allepey,28-01-2021,Mumbai,IndiGo,0,5
Deluxe,Bangkok|Phuket|Krabi town,2N Bangkok . 3N Phuket . 2N Krabi town,18-09-2021,New Delhi,Vistara|Thai AirAsia|AirAsia|AirAsia X,1,3
Premium,Port Blair|Havelock|Port Blair,1N Port Blair . 1N Havelock . 1N Port Blair,26-10-2021,New Delhi,IndiGo|IndiGo,0,5
Luxury,Dalhousie|Dharamshala,3N Dalhousie . 2N Dharamshala,19-11-2021,New Delhi,Not Available,0,4
Standard,Siliguri|Darjeeling|Gangtok,1N Siliguri . 1N Darjeeling . 4N Gangtok,7/8/2021,New Delhi,IndiGo|IndiGo,2,3
Standard,Munnar|Thekkady|Allepey|Kovalam,2N Munnar . 1N Thekkady . 1N Allepey . 2N Kovalam,15-06-2021,Mumbai,Spicejet|Spicejet,2,3
Premium,Singapore,3N Singapore,21-05-2021,New Delhi,IndiGo|IndiGo,0,5
Deluxe,Chandigarh|Chintpurni|Kangra|Dharamshala|Katra,1N Chandigarh . 1N Chintpurni . 1N Kangra . 1N Dharamshala . 2N Katra,10/5/2021,New Delhi,Go Air|Go Air,1,3
Premium,Guwahati|Shillong,1N Guwahati . 3N Shillong,3/5/2021,New Delhi,Spicejet,0,5
Standard,Bali,5N Bali,17-12-2021,New Delhi,Malaysia Airlines|Malaysia Airlines|Malaysia Airlines|Malaysia Airlines,2,3
Deluxe,Manali|Shimla,2N Manali . 2N Shimla,1/8/2021,Mumbai,Not Available,1,3
Premium,Shimla|Chandigarh,3N Shimla . 1N Chandigarh,3/5/2021,Mumbai,Spicejet,0,5
Deluxe,Shimla|Manali|Chandigarh,2N Shimla . 3N Manali . 1N Chandigarh,21-07-2021,Mumbai,Go Air,1,3
Deluxe,Munnar|Allepey,2N Munnar . 1N Allepey,8/7/2021,New Delhi,Not Available,1,3
Budget,Madurai|Rameshwaram|Kanyakumari|Kovalam and Poovar,1N Madurai . 1N Rameshwaram . 1N Kanyakumari . 2N Kovalam and Poovar,2/7/2021,New Delhi,Air India|IndiGo|IndiGo,2,2
Standard,Udaipur,2N Udaipur,20-06-2021,Mumbai,IndiGo,2,3
Deluxe,Singapore,4N Singapore,28-02-2021,New Delhi,IndiGo|IndiGo,1,3
Standard,Port Blair|Havelock|Niel Island|Port Blair,1N Port Blair . 2N Havelock . 1N Niel Island . 1N Port Blair,28-05-2021,New Delhi,Not Available,2,3
Budget,Port Blair|Havelock|Port Blair,1N Port Blair . 1N Havelock . 1N Port Blair,3/10/2021,New Delhi,Go Air,2,2
Deluxe,Munnar|Thekkady|Kovalam and Poovar,2N Munnar . 1N Thekkady . 2N Kovalam and Poovar,1/11/2021,New Delhi,IndiGo,1,3
Premium,Cochin|Munnar|Thekkady|Allepey|Kovalam and Poovar,1N Cochin . 2N Munnar . 1N Thekkady . 1N Allepey . 2N Kovalam and Poovar,17-09-2021,Mumbai,Spicejet,0,5
Deluxe,Shimla|Manali|New Delhi,2N Shimla . 3N Manali . 1N New Delhi,3/12/2021,Mumbai,Not Available,1,3
Deluxe,New Delhi|Agra|Jaipur,1N New Delhi . 1N Agra . 1N Jaipur,8/4/2021,Mumbai,Go Air,1,3
Premium,Dalhousie,2N Dalhousie,10/6/2021,New Delhi,Not Available,0,5
Deluxe,Dharamshala,2N Dharamshala,3/12/2021,New Delhi,Not Available,1,3
Luxury,Mysore|Wayanad|Kabini,1N Mysore . 2N Wayanad . 1N Kabini,11/12/2021,New Delhi,Spicejet,0,4
Standard,Shimla|Manali|Dalhousie|Chandigarh,2N Shimla . 3N Manali . 2N Dalhousie . 1N Chandigarh,8/5/2021,New Delhi,Vistara,2,3
Standard,Haridwar|Rishikesh|Mussoorie,1N Haridwar . 1N Rishikesh . 3N Mussoorie,2/7/2021,New Delhi,Spicejet,2,3
Premium,Munnar|Thekkady|Allepey,2N Munnar . 1N Thekkady . 1N Allepey,30-06-2021,New Delhi,Not Available,0,5
Standard,Agra|Bharatpur|Jaipur|Nawalgarh|Jodhpur|Jaisalmer|Jodhpur|Kumbalgarh|Udaipur|Ajmer|Pushkar,1N Agra . 1N Bharatpur . 2N Jaipur . 1N Nawalgarh . 1N Jodhpur . 2N Jaisalmer . 1N Jodhpur . 1N Kumbalgarh . 2N Udaipur . 1N Ajmer . 1N Pushkar,8/4/2021,Mumbai,Go Air|Go Air,2,3
Premium,Gangtok|Pelling|Darjeeling,3N Gangtok . 1N Pelling . 2N Darjeeling,19-06-2021,New Delhi,IndiGo,0,5
Deluxe,Kandy|Colombo,1N Kandy . 1N Colombo,16-01-2022,New Delhi,IndiGo|IndiGo|IndiGo|IndiGo,1,3
Luxury,Dharamshala|Dalhousie,2N Dharamshala . 2N Dalhousie,3/7/2021,New Delhi,Spicejet|Spicejet|Go Air,0,4
Standard,Darjeeling|Gangtok|Lachung|Gangtok,2N Darjeeling . 2N Gangtok . 2N Lachung . 1N Gangtok,1/12/2021,New Delhi,IndiGo,2,3
Luxury,New Delhi|Agra|Jaipur,2N New Delhi . 1N Agra . 1N Jaipur,6/9/2021,New Delhi,Spicejet,0,4
Luxury,Dalhousie|Dharamshala,2N Dalhousie . 2N Dharamshala,1/11/2021,New Delhi,Not Available,0,4
Premium,Cochin|Munnar,1N Cochin . 2N Munnar,10/12/2021,New Delhi,IndiGo,0,5
Deluxe,Kaziranga|Guwahati,3N Kaziranga . 2N Guwahati,24-08-2021,Mumbai,Spicejet,1,3
Premium,Jaipur|Pushkar|Udaipur|Mount Abu|Ahmedabad|Dwarka|Somnath|Ahmedabad|Vadodara,1N Jaipur . 1N Pushkar . 2N Udaipur . 1N Mount Abu . 1N Ahmedabad . 2N Dwarka . 1N Somnath . 1N Ahmedabad . 2N Vadodara,30-04-2021,New Delhi,IndiGo|Air India,0,5
Luxury,Ooty|Kodaikanal,2N Ooty . 2N Kodaikanal,28-07-2021,New Delhi,Spicejet|Spicejet|Spicejet,0,4
Deluxe,Gangtok|Pelling|Namchi,3N Gangtok . 2N Pelling . 1N Namchi,27-10-2021,New Delhi,IndiGo,1,3
Premium,Kuala Lumpur|Phuket,3N Kuala Lumpur . 3N Phuket,23-02-2021,New Delhi,IndiGo|Malaysia Airlines|Go Air,0,5
Deluxe,Munnar|Thekkady|Allepey|Kovalam and Poovar|Cochin,2N Munnar . 1N Thekkady . 1N Allepey . 2N Kovalam and Poovar . 1N Cochin,14-12-2021,New Delhi,Spicejet,1,3
Standard,Tirupati,2N Tirupati,2/12/2021,New Delhi,IndiGo,2,3
Luxury,Kullu|Manali,1N Kullu . 3N Manali,14-08-2021,Mumbai,Go Air,0,4
Standard,Shimla,4N Shimla,24-05-2021,New Delhi,Not Available,2,3
Premium,Dalhousie|Manali,2N Dalhousie . 3N Manali,14-09-2021,Mumbai,Not Available,0,5
Deluxe,Pattaya,3N Pattaya,28-10-2021,Mumbai,Go Air|Go Air,1,3
Deluxe,New Delhi|Agra,3N New Delhi . 1N Agra,10/7/2021,Mumbai,Air India,1,3
Standard,Srinagar|Pahalgam|Srinagar|Gulmarg,1N Srinagar . 1N Pahalgam . 1N Srinagar . 1N Gulmarg,17-06-2021,Mumbai,Air India|Air India,2,3
Standard,Phuket|Singapore,4N Phuket . 3N Singapore,20-05-2021,Mumbai,Singapore Airlines|Singapore Airlines|Singapore Airlines|Singapore Airlines,2,3
Standard,Colombo,3N Colombo,24-08-2021,New Delhi,Not Available,2,3
Premium,Cochin|Munnar|Thekkady,1N Cochin . 2N Munnar . 2N Thekkady,3/4/2021,New Delhi,Spicejet,0,5
Premium,Mussoorie|Nainital,2N Mussoorie . 2N Nainital,22-04-2021,New Delhi,IndiGo,0,5
Luxury,Coorg,2N Coorg,6/10/2021,New Delhi,IndiGo,0,4
Luxury,Jaisalmer,2N Jaisalmer,2/8/2021,New Delhi,IndiGo|Spicejet,0,4
Luxury,Bentota|Colombo,1N Bentota . 1N Colombo,3/7/2021,Mumbai,IndiGo|IndiGo|IndiGo|IndiGo,0,4
Standard,Bangalore,3N Bangalore,9/7/2021,Mumbai,Vistara,2,3
Luxury,Srinagar|Pahalgam|Gulmarg|Srinagar,2N Srinagar . 1N Pahalgam . 1N Gulmarg . 1N Srinagar,10/8/2021,New Delhi,Go Air,0,4
Deluxe,Gangtok|Lachung|Gangtok|Darjeeling,1N Gangtok . 1N Lachung . 1N Gangtok . 2N Darjeeling,24-06-2021,New Delhi,Spicejet,1,3
Luxury,New Delhi|Agra|Jaipur,1N New Delhi . 1N Agra . 2N Jaipur,13-10-2021,New Delhi,Not Available,0,4
Premium,Srinagar|Gulmarg|Pahalgam|Srinagar,1N Srinagar . 1N Gulmarg . 2N Pahalgam . 3N Srinagar,11/6/2021,New Delhi,Spicejet,0,5
Standard,Gangtok|Namchi|Pelling|Darjeeling,3N Gangtok . 1N Namchi . 1N Pelling . 2N Darjeeling,21-07-2021,New Delhi,Spicejet,2,3
Deluxe,Jaipur,2N Jaipur,4/2/2021,New Delhi,Not Available,1,3
Deluxe,New Delhi|Agra|Jaipur,2N New Delhi . 1N Agra . 2N Jaipur,11/7/2021,New Delhi,Vistara|IndiGo,1,3
Standard,Goa,3N Goa,13-01-2022,New Delhi,Go Air,2,3
Premium,Goa,3N Goa,8/2/2021,Mumbai,Not Available,0,5
Deluxe,Bentota|Colombo,2N Bentota . 1N Colombo,17-05-2021,New Delhi,Air India|Air India|Air India|Air India,1,3
Luxury,Ooty|Coorg,2N Ooty . 2N Coorg,5/7/2021,Mumbai,IndiGo,0,4
Luxury,Coorg|Ooty|Kodaikanal,2N Coorg . 2N Ooty . 2N Kodaikanal,16-02-2021,New Delhi,AirAsia|Spicejet,0,4
Standard,Shimla|Manali|Chandigarh,2N Shimla . 3N Manali . 1N Chandigarh,30-07-2021,Mumbai,Spicejet,2,3
Luxury,Jaipur|Jaisalmer|Udaipur,2N Jaipur . 2N Jaisalmer . 2N Udaipur,3/11/2021,New Delhi,Go Air|IndiGo,0,4
Deluxe,Cochin|Munnar|Thekkady|Allepey|Kovalam|Trivandrum,2N Cochin . 2N Munnar . 1N Thekkady . 1N Allepey . 1N Kovalam . 1N Trivandrum,9/5/2021,Mumbai,Spicejet|Spicejet,1,3
Standard,Cochin|Munnar|Thekkady|Allepey,1N Cochin . 2N Munnar . 1N Thekkady . 1N Allepey,12/8/2021,New Delhi,IndiGo,2,3
Premium,Shimla|Manali,3N Shimla . 3N Manali,20-07-2021,Mumbai,Not Available,0,5
Budget,Pattaya,3N Pattaya,18-01-2021,New Delhi,Not Available,2,2
Luxury,Coorg,2N Coorg,13-05-2021,New Delhi,Go Air,0,4
Deluxe,Bangalore,3N Bangalore,27-08-2021,New Delhi,IndiGo,1,3
Premium,Coorg,3N Coorg,9/6/2021,New Delhi,Spicejet,0,5
Standard,Gangtok|Pelling|Darjeeling,3N Gangtok . 1N Pelling . 3N Darjeeling,4/7/2021,Mumbai,IndiGo,2,3
Deluxe,Shimla|Manali|Dharamshala,2N Shimla . 3N Manali . 2N Dharamshala,22-11-2021,New Delhi,Not Available,1,3
Standard,Langkawi,3N Langkawi,11/4/2021,New Delhi,Malaysia Airlines|Malaysia Airlines|Malaysia Airlines|Malaysia Airlines,2,3
Luxury,Gangtok|Lachen|Lachung|Gangtok,1N Gangtok . 2N Lachen . 2N Lachung . 1N Gangtok,5/2/2021,New Delhi,Not Available,0,4
Premium,Srinagar,2N Srinagar,16-10-2021,New Delhi,Spicejet|Spicejet,0,5
Deluxe,Singapore,6N Singapore,21-06-2021,Mumbai,Vistara|Scoot|Spicejet,1,3
Deluxe,Darjeeling,3N Darjeeling,22-09-2021,New Delhi,IndiGo,1,3
Luxury,Ranthambhore,2N Ranthambhore,23-09-2021,New Delhi,Spicejet,0,4
Luxury,Kodaikanal,3N Kodaikanal,19-12-2021,Mumbai,Not Available,0,4
Standard,New Delhi|Shimla|Manali|Chandigarh,1N New Delhi . 2N Shimla . 3N Manali . 1N Chandigarh,1/7/2021,Mumbai,Vistara,2,3
Premium,New Delhi|Agra|Jaipur,2N New Delhi . 2N Agra . 2N Jaipur,28-05-2021,New Delhi,Go Air,0,5
Premium,Gangtok|Pelling|Namchi,3N Gangtok . 2N Pelling . 1N Namchi,7/11/2021,Mumbai,IndiGo,0,5
Deluxe,Darjeeling|Pelling|Gangtok,2N Darjeeling . 2N Pelling . 3N Gangtok,2/12/2021,New Delhi,IndiGo|IndiGo,1,3
Deluxe,Bentota|Yala|Colombo,1N Bentota . 2N Yala . 1N Colombo,30-06-2021,New Delhi,Srilankan Airlines|Srilankan Airlines,1,3
Standard,Udaipur|Jodhpur|Jaisalmer,2N Udaipur . 1N Jodhpur . 2N Jaisalmer,15-07-2021,New Delhi,IndiGo|IndiGo,2,3
Luxury,Ooty,2N Ooty,16-08-2021,New Delhi,Not Available,0,4
Luxury,Amritsar,2N Amritsar,7/5/2021,Mumbai,Not Available,0,4
